Description,Destination,Date,Travel Transport,Hotel Stars,Nights,Feeding,Price,Info,Provider,Country,Room,Month,Season
Movenpick Waterpark Resort & Spa (ex.Movenpick Resort Soma Bay),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Classic Pool or Lagoon View tipo kambarys,2,Winter
Movenpick Waterpark Resort & Spa (ex.Movenpick Resort Soma Bay),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,569.0,,Novaturas,Egiptas,Family Mountain View tipo kambarys,2,Winter
Movenpick Waterpark Resort & Spa (ex.Movenpick Resort Soma Bay),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,579.0,,Novaturas,Egiptas,Family Sea View tipo kambarys,2,Winter
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Comfort tipo kambarys,2,Winter
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Premium tipo kambarys,2,Winter
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Grand tipo kambarys,2,Winter
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-10,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,769.0,,Novaturas,Egiptas,Premium tipo kambarys,2,Winter
The Three Corners Rihana Resort,"El Guna, Hurgada, Egiptas",2024-02-10,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,809.0,,Novaturas,Egiptas,Grand tipo kambarys,2,Winter
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,505.0,,Novaturas,Egiptas,Comfort tipo kambarys,2,Winter
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Standard Family tipo kambarys,2,Winter
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,689.0,,Novaturas,Egiptas,Comfort tipo kambarys,2,Winter
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,700.0,,Novaturas,Egiptas,Comfort tipo kambarys,2,Winter
The Three Corners Sunny Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,739.0,,Novaturas,Egiptas,Comfort tipo kambarys,2,Winter
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,509.0,,Novaturas,Egiptas,Bungalow tipo kambarys,2,Winter
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Bungalow Pool View tipo kambarys,2,Winter
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Pickalbatros Beach Albatros Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,579.0,,Novaturas,Egiptas,Family Pool View tipo kambarys,2,Winter
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,515.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,539.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Deluxe Family Pool View tipo kambarys,2,Winter
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,575.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
Jaz Aquamarine Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,605.0,,Novaturas,Egiptas,Deluxe Family Sea View tipo kambarys,2,Winter
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,515.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys,2,Winter
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Mega City View tipo kambarys,2,Winter
Sunrise Holidays Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Premium Sea View tipo kambarys,2,Winter
Continental Hotel Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Classic Standard Garden View tipo kambarys,2,Winter
Continental Hotel Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Classic Side Sea View tipo kambarys,2,Winter
Continental Hotel Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Classic Standard Sea View tipo kambarys,2,Winter
Continental Hotel Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Classic Standard Garden View tipo kambarys,2,Winter
Continental Hotel Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,575.0,,Novaturas,Egiptas,Classic Side Sea View tipo kambarys,2,Winter
Iberotel Casa Del Mar Resort (ex. Sentido Casa Del Mar Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Premium Deluxe tipo kambarys,2,Winter
Iberotel Casa Del Mar Resort (ex. Sentido Casa Del Mar Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Premium tipo kambarys,2,Winter
Iberotel Casa Del Mar Resort (ex. Sentido Casa Del Mar Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,649.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Iberotel Casa Del Mar Resort (ex. Sentido Casa Del Mar Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,719.0,,Novaturas,Egiptas,Premium Deluxe tipo kambarys,2,Winter
Iberotel Casa Del Mar Resort (ex. Sentido Casa Del Mar Resort),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,719.0,,Novaturas,Egiptas,Premium tipo kambarys,2,Winter
Pickalbatros Jungle Aqua Park by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Standard Garden or Pool View tipo kambarys,2,Winter
Pickalbatros Jungle Aqua Park by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Bungalow Pool View tipo kambarys,2,Winter
Pickalbatros Jungle Aqua Park by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,569.0,,Novaturas,Egiptas,Family Room with Sliding Doors tipo kambarys,2,Winter
Pickalbatros Jungle Aqua Park by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,789.0,,Novaturas,Egiptas,Standard Garden or Pool View tipo kambarys,2,Winter
Pickalbatros Jungle Aqua Park by Neverland,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,790.0,,Novaturas,Egiptas,Standard Garden or Pool View tipo kambarys,2,Winter
Pickalbatros Albatros Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Pickalbatros Albatros Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys,2,Winter
Pickalbatros Albatros Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Standard Bunkbed Garden - tipo kambarys,2,Winter
Pickalbatros Albatros Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Standard Side Sea View tipo kambarys,2,Winter
Pickalbatros Albatros Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,539.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Tropitel Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,519.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Tropitel Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Deluxe Side Sea View tipo kambarys,2,Winter
Tropitel Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,555.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
Tropitel Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,585.0,,Novaturas,Egiptas,Deluxe Club tipo kambarys,2,Winter
Tropitel Sahl Hasheesh,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,619.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Sol Y Mar Soma Beach,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Sol Y Mar Soma Beach,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Superior Family Garden View tipo kambarys,2,Winter
Sol Y Mar Soma Beach,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Sol Y Mar Soma Beach,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Superior Family Pool View tipo kambarys,2,Winter
Sol Y Mar Soma Beach,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Superior Side Sea View tipo kambarys,2,Winter
The V Luxury Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,525.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
The V Luxury Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
The V Luxury Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,549.0,,Novaturas,Egiptas,Deluxe Garden or Pool View tipo kambarys,2,Winter
The V Luxury Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys,2,Winter
The V Luxury Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,609.0,,Novaturas,Egiptas,Deluxe Swim-Up tipo kambarys,2,Winter
Steigenberger Makadi,"Madinat Makadis, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,529.0,,Novaturas,Egiptas,Superior Garden or Pool View tipo kambarys,2,Winter
Steigenberger Makadi,"Madinat Makadis, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,595.0,,Novaturas,Egiptas,Superior Garden or Pool View tipo kambarys,2,Winter
Steigenberger Makadi,"Madinat Makadis, Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,5.0,4,Pusryčiai ir vakarienė,730.0,,Novaturas,Egiptas,Superior Garden or Pool View tipo kambarys,2,Winter
Steigenberger Makadi,"Madinat Makadis, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,7,Pusryčiai ir vakarienė,739.0,,Novaturas,Egiptas,Superior Garden or Pool View tipo kambarys,2,Winter
Steigenberger Makadi,"Madinat Makadis, Hurgada, Egiptas",2024-02-10,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,779.0,,Novaturas,Egiptas,Superior Garden or Pool View tipo kambarys,2,Winter
Sultan Bey Hotel El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,529.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Sultan Bey Hotel El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,569.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Sultan Bey Hotel El Gouna,"El Guna, Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,736.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Sultan Bey Hotel El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,749.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Sultan Bey Hotel El Gouna,"El Guna, Hurgada, Egiptas",2024-02-10,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,779.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Cleopatra Luxury Resort,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys,2,Winter
Cleopatra Luxury Resort,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,569.0,,Novaturas,Egiptas,Premium Deluxe tipo kambarys,2,Winter
Cleopatra Luxury Resort,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,569.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Cleopatra Luxury Resort,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,619.0,,Novaturas,Egiptas,Premium Deluxe Front tipo kambarys,2,Winter
Cleopatra Luxury Resort,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,649.0,,Novaturas,Egiptas,Junior Suite tipo kambarys,2,Winter
Meraki Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Gypster Garden View tipo kambarys,2,Winter
Meraki Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,539.0,,Novaturas,Egiptas,Gypster Side Sea View tipo kambarys,2,Winter
Meraki Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,549.0,,Novaturas,Egiptas,Gypster Sea View tipo kambarys,2,Winter
Meraki Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,555.0,,Novaturas,Egiptas,Merakiloius Garden View tipo kambarys,2,Winter
Meraki Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Merakiloius Partial Sea View/Sea View tipo kamb.,2,Winter
Pickalbatros Citadel Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Pickalbatros Citadel Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,555.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys,2,Winter
Pickalbatros Citadel Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,605.0,,Novaturas,Egiptas,Family Sea View tipo kambarys,2,Winter
Pickalbatros Citadel Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,756.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys,2,Winter
Pickalbatros Citadel Resort,"Sal Hašišas, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,759.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys,2,Winter
Sentido Mamlouk Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Sentido Mamlouk Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,589.0,,Novaturas,Egiptas,Family Bunkbed tipo kambarys,2,Winter
Sentido Mamlouk Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,615.0,,Novaturas,Egiptas,Family Suite Garden View tipo kambarys,2,Winter
Sentido Mamlouk Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,629.0,,Novaturas,Egiptas,Family Suite Pool View tipo kambarys,2,Winter
Sentido Mamlouk Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,639.0,,Novaturas,Egiptas,Junior Suite tipo kambarys,2,Winter
Titanic Royal Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,535.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Titanic Royal Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,585.0,,Novaturas,Egiptas,Swim-Up tipo kambarys,2,Winter
Titanic Royal Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,599.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Titanic Royal Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,740.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Titanic Royal Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,755.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Jaz Aquaviva,"Madinat Makadis, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,539.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Jaz Aquaviva,"Madinat Makadis, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,549.0,,Novaturas,Egiptas,Superior Deluxe Garden View tipo kambarys,2,Winter
Jaz Aquaviva,"Madinat Makadis, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Jaz Aquaviva,"Madinat Makadis, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Superior Bay View tipo kambarys,2,Winter
Jaz Aquaviva,"Madinat Makadis, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Family Garden View tipo kambarys,2,Winter
Pickalbatros Albatros White Beach,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Deluxe Pool View tipo kambarys,2,Winter
Pickalbatros Albatros White Beach,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Deluxe Side Sea View tipo kambarys,2,Winter
Pickalbatros Albatros White Beach,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,575.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys,2,Winter
Pickalbatros Albatros White Beach,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,615.0,,Novaturas,Egiptas,Junior Suite Pool View tipo kambarys,2,Winter
Pickalbatros Albatros White Beach,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,665.0,,Novaturas,Egiptas,Junior Suite Sea View tipo kambarys,2,Winter
Pickalbatros Dana Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,545.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Pickalbatros Dana Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,555.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys,2,Winter
Pickalbatros Dana Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,565.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Pickalbatros Dana Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,595.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
Pickalbatros Dana Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,629.0,,Novaturas,Egiptas,Family Pool View tipo kambarys,2,Winter
Prima Life Makadi Resort & Spa,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,549.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Prima Life Makadi Resort & Spa,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,579.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Prima Life Makadi Resort & Spa,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,579.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Prima Life Makadi Resort & Spa,"Makadi Bėjus, Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,5.0,4,Viskas įskaičiuota,760.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Prima Life Makadi Resort & Spa,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,789.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Steigenberger Golf Resort El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Pusryčiai,555.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Steigenberger Golf Resort El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Pusryčiai,589.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Steigenberger Golf Resort El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Pusryčiai,615.0,,Novaturas,Egiptas,Junior Suite tipo kambarys,2,Winter
Steigenberger Golf Resort El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,625.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Steigenberger Golf Resort El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,659.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Labranda Club Paradisio El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,559.0,,Novaturas,Egiptas,Standartinis kambarys,2,Winter
Labranda Club Paradisio El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,595.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys,2,Winter
Labranda Club Paradisio El Gouna,"El Guna, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,605.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
