Description,Destination,Date,Travel Transport,Hotel Stars,Room,Feeding,Nights,Price
"Varšuva ir didžiausias Europoje vandens atrakcionų parkas ""Suntago""",Lenkija,2024-02-16,Kelionė autobusu,,Standartinis kambarys (Dvivietis kambarys su dvigule lova),Viskas įskaičiuota,1,152.15
"Varšuva ir didžiausias Europoje vandens atrakcionų parkas ""Suntago""",Lenkija,2024-02-16,Kelionė autobusu,,Standartinis kambarys (Dvivietis kambarys su atskiromis lovomis),Viskas įskaičiuota,1,152.15
Slidinėjimas Slovakijoje – Žemuosiuose Tatruose,Slovakija,2024-02-14,Kelionė autobusu,,Standartinis kambarys (Dvivietis kambarys su dvigule lova),Viskas įskaičiuota,4,364.65
Slidinėjimas Slovakijoje – Žemuosiuose Tatruose,Slovakija,2024-02-14,Kelionė autobusu,,Standartinis kambarys (Dvivietis kambarys su atskiromis lovomis),Viskas įskaičiuota,4,364.65
Sun & Sea Hotel,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,3,415.00
Sun & Sea Hotel,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,7,475.00
Sun & Sea Hotel,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,7,525.00
Sun & Sea Hotel,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,4,580.00
Sun & Sea Hotel,"Hurgada., Hurgada, Egiptas",2024-02-20,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,9,625.00
Lemon & Soul Makadi Bay,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,3,429.00
Lemon & Soul Makadi Bay,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Superior Pool View tipo kambarys,Viskas įskaičiuota,3,439.00
Lemon & Soul Makadi Bay,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Deluxe Garden View tipo kambarys,Viskas įskaičiuota,3,495.00
Lemon & Soul Makadi Bay,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,7,515.00
Lemon & Soul Makadi Bay,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Deluxe Pool View tipo kambarys,Viskas įskaičiuota,3,515.00
Amwaj Beach Club Abu Soma (ex.Pickalbatros Beach Club Abu Soma),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,439.00
Amwaj Beach Club Abu Soma (ex.Pickalbatros Beach Club Abu Soma),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe tipo kambarys,Viskas įskaičiuota,3,469.00
Amwaj Beach Club Abu Soma (ex.Pickalbatros Beach Club Abu Soma),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,3,475.00
Amwaj Beach Club Abu Soma (ex.Pickalbatros Beach Club Abu Soma),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family Connected Room tipo kambarys,Viskas įskaičiuota,3,475.00
Amwaj Beach Club Abu Soma (ex.Pickalbatros Beach Club Abu Soma),"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family tipo kambarys,Viskas įskaičiuota,3,475.00
Marlin Inn Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,439.00
Marlin Inn Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,3,449.00
Marlin Inn Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,545.00
Marlin Inn Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,565.00
Marlin Inn Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,595.00
Minamark Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,3,439.00
Minamark Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Superior tipo kambarys,Viskas įskaičiuota,3,469.00
Minamark Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,7,535.00
Minamark Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,7,585.00
Minamark Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Superior tipo kambarys,Viskas įskaičiuota,7,609.00
Venecijos karnavalo romantika,Italija,2024-02-07,Kelionė autobusu,,Standartinis kambarys (Dvivietis kambarys su dvigule lova),Viskas įskaičiuota,4,441.15
Venecijos karnavalo romantika,Italija,2024-02-07,Kelionė autobusu,,Standartinis kambarys (Dvivietis kambarys su atskiromis lovomis),Viskas įskaičiuota,4,441.15
Royal Lagoons Aqua Park Resort & SPA,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,445.00
Royal Lagoons Aqua Park Resort & SPA,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Pool View tipo kambarys,Viskas įskaičiuota,3,459.00
Royal Lagoons Aqua Park Resort & SPA,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,3,479.00
Royal Lagoons Aqua Park Resort & SPA,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,549.00
Royal Lagoons Aqua Park Resort & SPA,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Pool View tipo kambarys,Viskas įskaičiuota,7,589.00
Bella Vista Hotel & Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,3,449.00
Bella Vista Hotel & Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,3,455.00
Bella Vista Hotel & Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Promo kambarys,Viskas įskaičiuota,3,469.00
Bella Vista Hotel & Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,3,479.00
Bella Vista Hotel & Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Promo kambarys,Viskas įskaičiuota,3,485.00
Blend Club Aqua Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,449.00
Blend Club Aqua Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,455.00
Blend Club Aqua Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family tipo kambarys,Viskas įskaičiuota,3,489.00
Blend Club Aqua Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,559.00
Blend Club Aqua Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,7,575.00
Imperial Shams Abu Soma,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,449.00
Imperial Shams Abu Soma,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family tipo kambarys,Viskas įskaičiuota,3,489.00
Imperial Shams Abu Soma,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior tipo kambarys,Viskas įskaičiuota,3,499.00
Imperial Shams Abu Soma,"Soma Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,559.00
Imperial Shams Abu Soma,"Soma Bėjus, Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,609.00
Le Pacha Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,3,449.00
Le Pacha Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Promo kambarys,Viskas įskaičiuota,3,465.00
Le Pacha Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Family tipo kambarys,Viskas įskaičiuota,3,469.00
Le Pacha Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,7,559.00
Le Pacha Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Promo kambarys,Viskas įskaičiuota,7,595.00
Sea Gull Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,449.00
Sea Gull Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family tipo kambarys,Viskas įskaičiuota,3,469.00
Sea Gull Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,565.00
Sea Gull Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family tipo kambarys,Viskas įskaičiuota,7,605.00
Sea Gull Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,615.00
Long Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,455.00
Long Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe tipo kambarys,Viskas įskaičiuota,3,459.00
Long Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,3,465.00
Long Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Premium Deluxe tipo kambarys,Viskas įskaičiuota,3,489.00
Long Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Family tipo kambarys,Viskas įskaičiuota,3,495.00
Aladdin Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,3,459.00
Aladdin Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Superior Garden View tipo kambarys,Viskas įskaičiuota,3,469.00
Aladdin Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Deluxe tipo kambarys,Viskas įskaičiuota,3,479.00
Aladdin Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,7,589.00
Aladdin Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Superior Garden View tipo kambarys,Viskas įskaičiuota,7,605.00
Giftun Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,3,459.00
Giftun Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,T-Block Room tipo kambarys,Viskas įskaičiuota,3,475.00
Giftun Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,7,579.00
Giftun Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,3.0,T-Block Room tipo kambarys,Viskas įskaičiuota,7,619.00
Giftun Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,7,629.00
Palm Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,459.00
Palm Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,469.00
Palm Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,3,475.00
Palm Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior tipo kambarys,Viskas įskaičiuota,3,489.00
Palm Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family Pool View tipo kambarys,Viskas įskaičiuota,3,509.00
Pharaoh Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,3,459.00
Pharaoh Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,469.00
Pharaoh Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Bungalow 1 Bedroom tipo kambarys,Viskas įskaičiuota,3,479.00
Pharaoh Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,589.00
Pharaoh Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,7,609.00
Calimera Blend Paradise,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,3,465.00
Calimera Blend Paradise,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,3,465.00
Calimera Blend Paradise,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Superior Pool View tipo kambarys,Viskas įskaičiuota,3,465.00
Calimera Blend Paradise,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Family tipo kambarys,Viskas įskaičiuota,3,515.00
Calimera Blend Paradise,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Family Suite tipo kambarys,Viskas įskaičiuota,3,545.00
Coral Beach Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,465.00
Coral Beach Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe Garden View tipo kambarys,Viskas įskaičiuota,3,479.00
Coral Beach Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe Sea View tipo kambarys,Viskas įskaičiuota,3,489.00
Coral Beach Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe Beach Front tipo kambarys,Viskas įskaičiuota,3,499.00
Coral Beach Resort Hurghada,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Garden View tipo kambarys,Viskas įskaičiuota,3,505.00
Labranda Club Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Garden View tipo kambarys,Viskas įskaičiuota,3,465.00
Labranda Club Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Pool View tipo kambarys,Viskas įskaičiuota,3,475.00
Labranda Club Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Sea Side tipo kambarys,Viskas įskaičiuota,3,479.00
Labranda Club Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family tipo kambarys,Viskas įskaičiuota,3,515.00
Labranda Club Makadi,"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family Side Sea View tipo kambarys,Viskas įskaičiuota,3,529.00
Ali Baba Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,469.00
Ali Baba Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,469.00
Ali Baba Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe tipo kambarys,Viskas įskaičiuota,3,475.00
Ali Baba Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Side Sea View tipo kambarys,Viskas įskaičiuota,3,489.00
Ali Baba Palace Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Bunkbed Garden - tipo kambarys,Viskas įskaičiuota,3,495.00
Bellagio Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe Pool View tipo kambarys,Viskas įskaičiuota,3,469.00
Bellagio Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe Side Sea View tipo kambarys,Viskas įskaičiuota,3,475.00
Bellagio Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,3,479.00
Bellagio Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Bungalow tipo kambarys,Viskas įskaičiuota,3,479.00
Bellagio Beach Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Swim-Up tipo kambarys,Viskas įskaičiuota,3,489.00
Gravity Hotel & Aqua ParkHurghada (ex. Samra Bay),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Garden View tipo kambarys,Viskas įskaičiuota,3,469.00
Gravity Hotel & Aqua ParkHurghada (ex. Samra Bay),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,3,489.00
Gravity Hotel & Aqua ParkHurghada (ex. Samra Bay),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family Garden View tipo kambarys,Viskas įskaičiuota,3,499.00
Gravity Hotel & Aqua ParkHurghada (ex. Samra Bay),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Family Sea View tipo kambarys,Viskas įskaičiuota,3,519.00
Gravity Hotel & Aqua ParkHurghada (ex. Samra Bay),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Deluxe Sea View tipo kambarys,Viskas įskaičiuota,3,539.00
Jasmine Palace Resort & Spa,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,469.00
Jasmine Palace Resort & Spa,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Garden View tipo kambarys,Viskas įskaičiuota,3,475.00
Jasmine Palace Resort & Spa,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,485.00
Jasmine Palace Resort & Spa,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Pool View tipo kambarys,Viskas įskaičiuota,3,499.00
Jasmine Palace Resort & Spa,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,3,499.00
Titanic Beach Spa & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,3,469.00
Titanic Beach Spa & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Family tipo kambarys,Viskas įskaičiuota,3,535.00
Titanic Beach Spa & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,629.00
Titanic Beach Spa & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,4,676.00
Titanic Beach Spa & Aqua Park,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,725.00
Bel Air Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,475.00
Bel Air Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,619.00
Bel Air Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,4,660.00
Bel Air Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,669.00
Bel Air Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-10,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,725.00
Stella Garden Resort & Spa (ex. Stella Di Mare Garden Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,3,475.00
Stella Garden Resort & Spa (ex. Stella Di Mare Garden Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,495.00
Stella Garden Resort & Spa (ex. Stella Di Mare Garden Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,3,589.00
Stella Garden Resort & Spa (ex. Stella Di Mare Garden Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,605.00
Stella Garden Resort & Spa (ex. Stella Di Mare Garden Resort & Spa),"Makadi Bėjus, Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,7,619.00
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,3,475.00
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Family Room 1 Unit tipo kambarys,Viskas įskaičiuota,3,509.00
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Swim-Up tipo kambarys,Viskas įskaičiuota,3,525.00
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Bungalow tipo kambarys,Viskas įskaičiuota,3,539.00
Titanic Palace,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Family Room 2 Units tipo kambarys,Viskas įskaičiuota,3,539.00
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,3,479.00
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,3,505.00
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Garden View tipo kambarys,Viskas įskaičiuota,3,505.00
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Superior Pool View tipo kambarys,Viskas įskaičiuota,3,515.00
Mercure,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,3,529.00
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,3,485.00
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,489.00
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,3,495.00
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Beach Front tipo kambarys,Viskas įskaičiuota,3,499.00
Sunrise Alma Bay Resort (ex. Grand Seas Resort by Sunrise),"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Junior Suite Garden View tipo kambarys,Viskas įskaičiuota,3,545.00
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,489.00
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Lagoon View tipo kambarys,Viskas įskaičiuota,3,505.00
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,649.00
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-06,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,4,680.00
Arabia Azur Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,4.0,Standard Lagoon View tipo kambarys,Viskas įskaičiuota,7,685.00
Desert Rose Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,3,489.00
Desert Rose Resort,"Hurgada., Hurgada, Egiptas",2024-02-03,Skrydis su bagažu,5.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,499.00
